"","NAME","Age.Group","SEX","EDU.Simplified","DEPT","CITY","HOOD","sentence","position","words","focused","tones","sentence_type","total_speakers","position_spec"
"185","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD4","PN","Es",NA,"deaccented","NFD",30,"PN1"
"186","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD4","PN","possible","que","L*+H","NFD",30,"PN2"
"187","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD4","PN","No",NA,"deaccented","NFD",30,"PN3"
"188","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD4","PN","le","guste","L+¡H*","NFD",30,"PN4"
"189","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"190","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"191","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD6","PN","Esta",NA,"H+L*","NFD",30,"PN1"
"192","MVF49","36-59","Female","Tertiary","Montevideo","Montevideo","Penarol","NFD6","N","buenisimo","FOCUSED","L+!H*+L L%","NFD",30,"N1"
"193","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD1","N","Mandarinas",NA,"L* L%","BFD",30,"N"
"194","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"195","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","PN","esta",NA,"L*+H","BFD",30,"PN2"
"196","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","PN","comiendo",NA,"L+H*","BFD",30,"PN3"
"197","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"198","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","Yo",NA,"H*","BFD",30,"PN1"
"199","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","vivi",NA,"!H*","BFD",30,"PN2"
"200","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","muchos",NA,"L+H*","BFD",30,"PN3"
"201","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","PN","anos","en","H+L*","BFD",30,"PN4"
"202","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"203","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","Senora",NA,"L+H* L-","NFD",30,"PN1"
"204","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"205","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","quiero",NA,"H+L*","NFD",30,"PN3"
"206","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"207","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","PN","quiero",NA,"L*+H","NFD",30,"PN5"
"208","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD1","N","naranjas","FOCUSED","H+L* L%","NFD",30,"N1"
"209","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD2","PN","Que",NA,"L+H*","NFD",30,"PN1"
"210","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD2","PN","rico",NA,"L+H*","NFD",30,"PN2"
"211","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD2","PN","olor","a","L+H*+L","NFD",30,"PN3"
"212","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD2","N","medialunas","FOCUSED","L+H*+L L%","NFD",30,"N1"
"213","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD3","PN","No",NA,"L+H*+L L-","NFD",30,"PN1"
"214","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD3","PN","se","van","L+<H*","NFD",30,"PN2"
"215","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD3","PN","vivir","a","L+<H*","NFD",30,"PN3"
"216","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD3","N","San","Juan","L* L%","NFD",30,"N1"
"217","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD4","PN","Es",NA,"L+H*","NFD",30,"PN1"
"218","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD4","PN","possible","que","L+¡H*","NFD",30,"PN2"
"219","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD4","PN","No",NA,"L+!H*","NFD",30,"PN3"
"220","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD4","PN","le","guste","L+!H*","NFD",30,"PN4"
"221","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"222","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"223","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"224","MVF50","36-59","Female","Secondary","Montevideo","Montevideo","Villa Teresa","NFD6","N","buenisimo","FOCUSED","L+H* L%","NFD",30,"N1"
"225","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD1","N","Mandarinas",NA,"L+H* L%","BFD",30,"N"
"226","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"227","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","PN","esta",NA,"¡H*","BFD",30,"PN2"
"228","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","PN","comiendo",NA,"H+L*","BFD",30,"PN3"
"229","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","N","mandarinas",NA,"L+H* L%","BFD",30,"N"
"230","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","Yo",NA,"L+<H*","BFD",30,"PN1"
"231","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","vivi",NA,"H+L*","BFD",30,"PN2"
"232","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","muchos",NA,"L+H*","BFD",30,"PN3"
"233","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","anos","en","L+¡H*","BFD",30,"PN4"
"234","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"235","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","Senora",NA,"L+H* L-","NFD",30,"PN1"
"236","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"237","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","quiero",NA,"L+¡H*","NFD",30,"PN3"
"238","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"239","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"240","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","N","naranjas","FOCUSED","L+!H*+L L%","NFD",30,"N1"
"241","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","PN","Que",NA,"H+L*","NFD",30,"PN1"
"242","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","PN","rico",NA,"L+H*","NFD",30,"PN2"
"243","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"244","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","N","medialunas","FOCUSED","L+¡H*+L L%","NFD",30,"N1"
"245","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","PN","No",NA,"L+H* L-","NFD",30,"PN1"
"246","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","PN","se","van","L+<H*","NFD",30,"PN2"
"247","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","PN","vivir","a","L+<H*","NFD",30,"PN3"
"248","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD3","N","San","Juan","L+H* L%","NFD",30,"N1"
"249","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","Es",NA,"L+H*","NFD",30,"PN1"
"250","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","possible","que","L+<H*","NFD",30,"PN2"
"251","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","No",NA,"L+<H*","NFD",30,"PN3"
"252","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","PN","le","guste","L+¡H*","NFD",30,"PN4"
"253","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"254","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD5","N","con","Manuel","L+H* !H%","NFD",30,"N1"
"255","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"256","MVF55","36-59","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD6","N","buenisimo","FOCUSED","L+¡H* L%","NFD",30,"N1"
"257","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD1","N","Mandarinas",NA,"L+H* L%","BFD",30,"N"
"258","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"259","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD2","PN","esta",NA,"deaccented","BFD",30,"PN2"
"260","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD2","PN","comiendo",NA,"deaccented","BFD",30,"PN3"
"261","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"262","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD4","PN","Yo",NA,"L+<H*","BFD",30,"PN1"
"263","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD4","PN","vivi",NA,"¡H*","BFD",30,"PN2"
"264","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD4","PN","muchos",NA,"deaccented","BFD",30,"PN3"
"265","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD4","PN","anos","en","L+¡H*","BFD",30,"PN4"
"266","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"267","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD1","PN","Senora",NA,"L+H*","NFD",30,"PN1"
"268","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"269","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD1","PN","quiero",NA,"¡H+L*","NFD",30,"PN3"
"270","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"271","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"272","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD1","N","naranjas","FOCUSED","L+H*+L L%","NFD",30,"N1"
"273","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD2","PN","Que",NA,"H*","NFD",30,"PN1"
"274","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"275","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"276","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD2","N","medialunas","FOCUSED","L+¡H* L%","NFD",30,"N1"
"277","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD3","PN","No",NA,"L+H*+L L-","NFD",30,"PN1"
"278","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD3","PN","se","van","L+<H*","NFD",30,"PN2"
"279","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD3","PN","vivir","a","L+<H*","NFD",30,"PN3"
"280","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD3","N","San","Juan","H+L* L%","NFD",30,"N1"
"281","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"282","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD4","PN","possible","que","L*+¡H","NFD",30,"PN2"
"283","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD4","PN","No",NA,"deaccented","NFD",30,"PN3"
"284","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD4","PN","le","guste","deaccented","NFD",30,"PN4"
"285","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD4","N","regalo",NA,"L+!H*+L L%","NFD",30,"N1"
"286","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"287","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"288","MVF58-2","36-59","Female","Tertiary","Montevideo","Montevideo","La Comercial","NFD6","N","buenisimo","FOCUSED","L+¡H* L%","NFD",30,"N1"
"289","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD1","N","Mandarinas",NA,"L+H* L%","BFD",30,"N"
"290","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"291","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD2","PN","esta",NA,"L+H*","BFD",30,"PN2"
"292","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD2","PN","comiendo",NA,"L+<H*","BFD",30,"PN3"
"293","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD2","N","mandarinas",NA,"L* L%","BFD",30,"N"
"294","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD4","PN","Yo",NA,"L+<H*","BFD",30,"PN1"
"295","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD4","PN","vivi",NA,"L+H*","BFD",30,"PN2"
"296","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD4","PN","muchos",NA,"H*","BFD",30,"PN3"
"297","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD4","PN","anos","en","L+<H*","BFD",30,"PN4"
"298","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"299","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD1","PN","Senora",NA,"L+H*","NFD",30,"PN1"
"300","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD1","PN","no",NA,"L+¡H*","NFD",30,"PN2"
"301","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD1","PN","quiero",NA,"H+L*","NFD",30,"PN3"
"302","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"303","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"304","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD1","N","naranjas","FOCUSED","L+H*+L L%","NFD",30,"N1"
"305","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD2","PN","Que",NA,"H+L*","NFD",30,"PN1"
"306","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD2","PN","rico",NA,"L+H*","NFD",30,"PN2"
"307","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"308","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD2","N","medialunas","FOCUSED","L* L%","NFD",30,"N1"
"309","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD3","PN","No",NA,"L+H*+L L-","NFD",30,"PN1"
"310","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD3","PN","se","van","L+<H*","NFD",30,"PN2"
"311","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD3","PN","vivir","a","L+H*","NFD",30,"PN3"
"312","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD3","N","San","Juan","L+H* L%","NFD",30,"N1"
"313","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"314","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD4","PN","possible","que","L*+¡H","NFD",30,"PN2"
"315","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD4","PN","No",NA,"deaccented","NFD",30,"PN3"
"316","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD4","PN","le","guste","L+¡H*","NFD",30,"PN4"
"317","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"318","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD5","N","con","Manuel","L+H* !H%","NFD",30,"N1"
"319","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"320","MVF59","36-59","Female","Tertiary","Montevideo","Montevideo","Atahualpa","NFD6","N","buenisimo","FOCUSED","L+H* L%","NFD",30,"N1"
"321","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD1","N","Mandarinas",NA,"L* L%","BFD",30,"N"
"322","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD2","PN","Maria",NA,"L+<H* H-","BFD",30,"PN1"
"323","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD2","PN","esta",NA,"H*","BFD",30,"PN2"
"324","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD2","PN","comiendo",NA,"L*+¡H","BFD",30,"PN3"
"325","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD2","N","mandarinas",NA,"L+H*+L L%","BFD",30,"N"
"326","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD4","PN","Yo",NA,NA,"BFD",30,"PN1"
"327","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD4","PN","vivi",NA,NA,"BFD",30,"PN2"
"328","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD4","PN","muchos",NA,NA,"BFD",30,"PN3"
"329","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD4","PN","anos","en",NA,"BFD",30,"PN4"
"330","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","BFD4","N","San","Juan",NA,"BFD",30,"N"
"331","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD1","PN","Senora",NA,"L+H*+L L-","NFD",30,"PN1"
"332","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"333","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD1","PN","quiero",NA,"¡H+L*","NFD",30,"PN3"
"334","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"335","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD1","PN","quiero",NA,"L+<H*","NFD",30,"PN5"
"336","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD1","N","naranjas","FOCUSED","L+H* L%","NFD",30,"N1"
"337","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD2","PN","Que",NA,"H*","NFD",30,"PN1"
"338","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"339","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"340","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD2","N","medialunas","FOCUSED","L+¡H* L%","NFD",30,"N1"
"341","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD3","PN","No",NA,"L+H*+L L-","NFD",30,"PN1"
"342","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD3","PN","se","van","L+H*","NFD",30,"PN2"
"343","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD3","PN","vivir","a","L+H*","NFD",30,"PN3"
"344","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD3","N","San","Juan","L+H*+L L%","NFD",30,"N1"
"345","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD4","PN","Es",NA,"H*","NFD",30,"PN1"
"346","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD4","PN","possible","que","¡H+L*","NFD",30,"PN2"
"347","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD4","PN","No",NA,"L+H*","NFD",30,"PN3"
"348","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD4","PN","le","guste","L+H*","NFD",30,"PN4"
"349","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD4","N","regalo",NA,"L* L%","NFD",30,"N1"
"350","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD5","N","con","Manuel","L+H*+L L%","NFD",30,"N1"
"351","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD6","PN","Esta",NA,"L+H*","NFD",30,"PN1"
"352","MVF63","60+","Female","Tertiary","Montevideo","Montevideo","Tres Cruces/Cordon","NFD6","N","buenisimo","FOCUSED","L+¡H* L%","NFD",30,"N1"
"353","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD1","N","Mandarinas",NA,"L* L%","BFD",30,"N"
"354","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","PN","Maria",NA,"L+<H*","BFD",30,"PN1"
"355","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","PN","esta",NA,"deaccented","BFD",30,"PN2"
"356","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","PN","comiendo",NA,"deaccented","BFD",30,"PN3"
"357","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD2","N","mandarinas",NA,"L+H* L%","BFD",30,"N"
"358","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","Yo",NA,"L*+H","BFD",30,"PN1"
"359","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","vivi",NA,"H*","BFD",30,"PN2"
"360","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","muchos",NA,"H*","BFD",30,"PN3"
"361","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","PN","anos","en","L+H*","BFD",30,"PN4"
"362","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","BFD4","N","San","Juan","L* L%","BFD",30,"N"
"363","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","Senora",NA,"L+<H*","NFD",30,"PN1"
"364","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","no",NA,"L+H*","NFD",30,"PN2"
"365","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","quiero",NA,"!H+L*","NFD",30,"PN3"
"366","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","limones",NA,"L* L-","NFD",30,"PN4"
"367","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","PN","quiero",NA,"L*+H","NFD",30,"PN5"
"368","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD1","N","naranjas","FOCUSED","L* L%","NFD",30,"N1"
"369","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","PN","Que",NA,"H*","NFD",30,"PN1"
"370","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","PN","rico",NA,"L+¡H*","NFD",30,"PN2"
"371","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","PN","olor","a","L+H*","NFD",30,"PN3"
"372","MVF64","60+","Female","Tertiary","Montevideo","Montevideo","La Blanqueada","NFD2","N","medialunas","FOCUSED","L+¡H*+L L%","NFD",30,"N1"
